ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
17181,0,0,0.07,0
11270,0,0,0.26,0.02
9631,0.32,0.09,0,0.02
11910,0.12,0.1,0,0.02
14048,0,0,0.14,0
20217,0,0,0.02,0
18210,0.03,0.01,0,0
11741,0.14,0.09,0,0.02
7409,0,0,0.86,0
19015,0,0,0.04,0
13953,0.11,0.04,0,0
17774,0.03,0.02,0,0.01
21193,0.01,0.01,0,0
7167,0.77,0.15,0,0.04
14120,0.11,0.03,0,0
5139,3.92,1.78,0.03,0.51
14427,0.06,0.05,0,0.02
18661,0.04,0,0,0
14603,0.07,0.05,0,0.01
13965,0.14,0,0,0.01
15466,0.05,0.04,0,0.01
16003,0.09,0,0,0.01
14664,0.07,0.04,0,0.01
8067,0,0,0.64,0.02
6221,1.19,0.29,0,0.05
9851,0.2,0.16,0,0.04
13503,0.06,0.1,0,0
10161,0.31,0.02,0,0.03
15719,0,0.08,0,0.01
11699,0.19,0.05,0,0.01
18569,0,0,0.04,0
13094,0,0.14,0,0.04
13783,0,0,0.15,0
19507,0,0.02,0,0.01
9292,0.24,0.17,0,0.05
7501,0.46,0.31,0,0.05
11082,0.13,0.12,0,0.03
14797,0.01,0,0.11,0
17247,0,0,0.06,0
12201,0.03,0.12,0,0.07
19764,0.02,0,0,0
15568,0,0.1,0,0
8029,0.22,0.28,0,0.16
15723,0,0,0.1,0
5957,0.55,0.84,0.11,0.31
12628,0.14,0.04,0,0.02
17383,0.01,0.04,0,0.01
18781,0,0,0.04,0
20782,0,0,0.02,0
20521,0.01,0,0,0
9689,0.01,0.39,0,0.02
17812,0.04,0.01,0,0
13432,0.15,0.01,0,0.01
8673,0.3,0.19,0,0.05
14825,0.1,0.01,0,0.01
8294,0.44,0.16,0,0.01
21204,0,0,0.01,0
13163,0.16,0,0,0.01
19803,0,0,0.03,0
16748,0.04,0.03,0,0.01
14958,0,0,0.12,0
9185,0.23,0.18,0,0.06
11162,0,0,0.28,0
21371,0,0,0.01,0
16225,0.08,0,0,0.01
5606,2.21,0.12,0,0.2
11336,0.24,0.01,0,0.02
17679,0,0,0.06,0
9771,0.23,0.15,0,0.03
10009,0,0,0.38,0
7428,0.46,0.26,0.01,0.12
10191,0.26,0.1,0,0.01
21016,0,0,0.01,0
14147,0,0.11,0,0.03
17739,0,0,0.06,0
8494,0.38,0.12,0,0.07
13066,0,0.16,0,0.02
9131,0.34,0.13,0,0.01
20416,0,0,0.02,0
19474,0,0,0.03,0
11857,0.22,0,0,0.02
7028,0.87,0.05,0.02,0.08
5868,0.18,0.23,1.53,0.02
5118,4.15,1.92,0.06,0.64
10475,0.12,0.13,0.06,0.03
21564,0.01,0,0,0
8533,0.48,0.08,0,0
14903,0,0,0.12,0
16262,0.07,0.01,0,0.01
10812,0.17,0.12,0,0.02
13496,0,0,0.15,0.01
10440,0.06,0.15,0.07,0.05
19169,0.02,0.01,0,0
7846,0.62,0.04,0,0.06
16558,0,0,0.08,0
20447,0,0.02,0,0
19294,0,0,0.03,0
6692,0.18,0.64,0.27,0.1
17245,0,0,0.06,0
12038,0,0.03,0.18,0.01
20561,0,0,0.02,0
18802,0,0,0.04,0
10734,0.23,0.07,0,0.01
21059,0.01,0.01,0,0
16839,0,0,0.07,0
14524,0.08,0.02,0.03,0
15672,0,0,0.09,0.01
6842,0.54,0.46,0,0.12
6048,1.58,0,0,0.12
20721,0,0,0.02,0
13221,0,0,0.17,0
13153,0.14,0.02,0.01,0.01
14033,0.1,0.04,0,0
13597,0.08,0.03,0.03,0.02
18646,0.03,0,0,0
9493,0.19,0.18,0,0.07
11810,0.12,0.09,0,0.03
20490,0,0,0.02,0
20663,0,0,0.02,0
16393,0.06,0.02,0,0
8810,0.44,0.02,0,0.07
6705,1.1,0.07,0,0.01
11561,0.16,0.07,0,0.02
6649,0.6,0.46,0,0.16
14752,0.11,0,0,0.01
9211,0.33,0.12,0,0.01
17989,0.04,0.01,0,0
21023,0,0,0.01,0
14556,0.08,0.04,0,0.01
10419,0.18,0.13,0,0.03
14143,0.11,0.02,0,0.01
13351,0,0,0.17,0
14328,0.13,0,0,0.01
12763,0,0,0.19,0
12803,0.18,0,0,0.01
15683,0.07,0.02,0,0
17282,0.05,0.01,0,0
17792,0,0,0.06,0
15580,0.08,0.01,0,0.01
11539,0,0,0.26,0
9070,0.27,0.16,0.02,0.04
18154,0.05,0,0,0
5160,2.99,1.92,0.1,0.51
8529,0.38,0.15,0,0.04
11819,0.18,0.05,0,0.01
6585,1.17,0.07,0,0.01
19024,0,0,0.04,0
16882,0,0,0.07,0
19144,0.03,0,0,0
7988,0.32,0,0.34,0.02
11662,0.19,0.05,0,0.01
17607,0.03,0,0.02,0.01
10590,0.3,0,0,0.02
11067,0.26,0.01,0,0.02
15050,0.08,0.02,0,0
18065,0.03,0.02,0,0
8102,0.32,0.25,0,0.08
20645,0,0.02,0,0
8793,0.2,0.27,0.02,0.05
7617,0.71,0.02,0,0.06
8913,0.19,0.23,0,0.09
21358,0,0,0.01,0
17418,0.03,0.02,0,0.01
15797,0,0,0.1,0
20509,0,0,0.02,0
15250,0.1,0.01,0,0.01
15656,0.06,0.04,0,0.01
18040,0.04,0.01,0,0
20688,0.02,0,0,0
17017,0.06,0,0,0.01
13780,0.14,0,0,0.01
8093,0.36,0.25,0,0.04
10051,0,0,0.38,0
11074,0.16,0.11,0,0.02
21252,0,0.01,0,0
8710,0.29,0.21,0,0.05
15469,0,0,0.1,0
18807,0,0,0.04,0
20971,0,0,0.02,0
8856,0.25,0.19,0.02,0.06
15378,0.01,0.01,0.09,0.01
11893,0.12,0.09,0,0.03
5683,0.78,0.4,1.06,0.07
20873,0,0,0.02,0
16100,0,0,0.09,0
19331,0,0,0.03,0
7465,0.69,0.03,0.06,0.06
10035,0.19,0.15,0,0.05
12255,0,0,0.22,0
14151,0.11,0.03,0,0
16884,0,0,0.07,0
20728,0.01,0,0,0
20856,0,0,0.02,0
19845,0.02,0.01,0,0
10493,0,0,0.33,0
18685,0,0,0.04,0
18821,0,0.03,0,0
8820,0,0,0.49,0.03
15063,0.1,0,0,0.01
14123,0,0,0.14,0
10522,0.11,0.14,0,0.08
17314,0.05,0.02,0,0
17667,0.03,0.02,0,0.01
16411,0.04,0.03,0,0.01
15478,0.1,0,0,0.01
16582,0.07,0.01,0,0.01
20516,0,0,0.02,0
17216,0,0.04,0.02,0
9415,0.22,0.17,0,0.06
19252,0.03,0,0,0
6460,0.84,0.22,0.24,0.04
18669,0.04,0,0,0
17326,0.02,0.03,0,0.01
17760,0,0,0.06,0
13667,0,0,0.15,0.01
19924,0,0,0.02,0
12789,0.09,0.07,0,0.02
5752,1.27,0.68,0.01,0.2
11651,0.16,0.07,0,0.02
18352,0.04,0,0,0
18072,0.03,0.01,0,0
9506,0.41,0,0,0.03
18514,0,0,0.04,0
5886,1.1,0.56,0,0.27
16518,0.06,0.02,0,0
15966,0.09,0,0,0.01
18449,0.03,0.01,0,0
20177,0,0,0.02,0
6379,0.82,0.47,0,0.12
20715,0.01,0.01,0,0
19311,0.03,0,0,0
14414,0,0,0.13,0
13499,0.02,0.03,0.11,0.01
19715,0.02,0.01,0,0
15660,0.01,0.02,0.06,0.01
11308,0,0,0.27,0
16942,0,0,0.07,0
15015,0.1,0,0,0.01
16157,0.07,0.01,0,0.01
12875,0.14,0.05,0,0
19580,0,0.02,0,0
7922,0.04,0.03,0.58,0.05
19653,0,0.02,0,0
9483,0,0,0.44,0
11359,0.23,0.04,0,0
7672,0.72,0.04,0,0.01
18643,0,0.04,0,0.01
14969,0,0,0.11,0.01
16398,0.06,0.01,0,0.01
11024,0.23,0.06,0,0
13620,0.15,0,0,0.01
13574,0.15,0,0,0.01
16821,0.07,0,0,0.01
21179,0,0,0.01,0
13384,0,0,0.16,0.01
20439,0,0.01,0,0
18226,0,0,0.05,0
5695,1.23,0.68,0.04,0.34
12073,0.22,0,0,0.01
7573,0.09,0.33,0.2,0.18
12312,0.12,0.08,0,0.01
18332,0.03,0.02,0,0
6759,0.15,0.68,0.01,0.32
21360,0,0,0.01,0
6609,0.82,0.38,0,0.04
8394,0.23,0.11,0.23,0.03
17901,0,0.04,0,0.01
19969,0.02,0,0,0
10411,0.14,0.02,0.16,0.02
8968,0.25,0.19,0,0.06
17052,0,0,0.07,0
6165,0.92,0.44,0.07,0.15
8092,0.33,0.25,0,0.07
17304,0,0,0.06,0
19521,0,0,0.03,0
19263,0.03,0,0,0
20794,0.01,0,0,0
17434,0.04,0.02,0,0
16468,0.06,0.01,0,0.01
20675,0.01,0,0,0
15775,0.07,0.02,0,0
17396,0,0.05,0,0.01
20386,0,0,0.02,0
19835,0.02,0,0,0
7546,0.68,0.12,0,0.01
13581,0.13,0.03,0,0
18062,0.05,0,0,0
11571,0.13,0.1,0,0.03
15633,0.05,0,0.05,0.01
8205,0.49,0.09,0,0.04
11585,0,0,0.26,0
17150,0.05,0.01,0,0
12958,0.12,0,0.06,0.01
9932,0.31,0.07,0,0
18529,0.04,0,0,0
11963,0.13,0.09,0,0.02
6114,0.76,0.72,0,0.16
20537,0.01,0,0,0
13485,0.07,0.05,0.03,0.01
6546,1.07,0.16,0,0.04
6930,0.43,0.44,0,0.2
21457,0,0,0.01,0
7537,0,0,0.81,0
6846,0.51,0.42,0,0.17
7898,0.5,0.14,0,0.07
21445,0.01,0,0,0
18520,0,0,0.04,0
21184,0,0,0.01,0
17409,0.06,0,0,0
12130,0,0,0.23,0
18675,0.01,0.03,0,0
6251,0.99,0.32,0.11,0.08
19842,0,0,0.03,0
8310,0.47,0.09,0.01,0.04
17187,0.03,0.03,0,0.01
5633,0.87,0.98,0,0.59
12388,0.17,0.02,0,0.02
14953,0.07,0.03,0,0.01
16925,0.07,0,0,0
21297,0,0,0.01,0
18679,0,0,0.04,0
16943,0.07,0,0,0.01
5693,1.08,0.75,0.15,0.31
15256,0.06,0.04,0,0.01
17616,0,0,0.06,0
20125,0,0,0.02,0
9166,0.23,0.18,0,0.06
15854,0.07,0.02,0,0.01
19748,0,0,0.03,0
9918,0.18,0.17,0.01,0.04
19081,0.03,0,0,0
15263,0.1,0,0,0.01
12980,0.17,0,0,0.01
14573,0.07,0.05,0,0.01
6377,1.19,0.17,0,0.05
6450,0.7,0.5,0.02,0.12
18066,0.03,0.02,0,0
10228,0.18,0.14,0,0.05
10295,0.25,0.09,0,0.01
15002,0.09,0.02,0,0
15549,0.09,0,0,0.01
10342,0.06,0.21,0,0.08
5999,1.11,0.48,0,0.16
7751,0.31,0.32,0,0.13
16197,0.08,0,0,0.01
11880,0,0.23,0,0.01
13037,0,0,0.18,0
18824,0.02,0.01,0,0
12569,0,0.03,0.16,0.01
18990,0,0.03,0,0
17526,0,0.05,0,0.01
10303,0.23,0,0.09,0.02
5654,1.07,0.87,0.04,0.4
13735,0.12,0.01,0.01,0.01
14854,0.1,0.01,0,0.01
20859,0,0.01,0,0
5272,1.28,1.83,0.57,0.53
11140,0.25,0.01,0,0.02
9633,0.36,0.03,0,0.03
5908,0.59,0.92,0.06,0.32
13409,0.06,0.04,0.05,0.02
20617,0.01,0.01,0,0
20545,0,0,0.02,0
7647,0.55,0.15,0.03,0.06
21491,0,0.01,0,0
14203,0.08,0.04,0,0.01
6873,0.05,0.04,0.84,0.16
20194,0.02,0,0,0
6019,0.96,0.61,0.01,0.16
6655,1.03,0.14,0,0.04
13413,0.13,0.04,0,0.01
18069,0.05,0,0,0
7321,0.81,0.05,0,0.04
14902,0.02,0.08,0,0.01
18691,0,0,0.04,0
16983,0.05,0.02,0,0
6230,1.07,0.39,0,0.06
8951,0.25,0.19,0,0.06
6034,0.66,0.78,0,0.28
17695,0.03,0.02,0,0.01
17561,0,0,0.06,0
12031,0.13,0.09,0,0.02
15697,0,0,0.1,0
8626,0.37,0.14,0,0.05
15904,0.01,0,0.08,0
12727,0.18,0,0,0.01
16016,0.04,0.03,0,0.01
14970,0.07,0.03,0,0.01
11171,0.27,0,0,0.02
14923,0.1,0,0.01,0.01
15105,0.1,0,0,0.01
21314,0,0,0.01,0
14296,0.11,0.02,0,0.01
8312,0.56,0,0,0.05
8647,0,0,0.55,0
5257,2.75,1.18,0,0.37
7933,0.21,0.18,0.22,0.08
12702,0.16,0.02,0,0.02
9622,0.34,0.07,0,0
15341,0,0,0.1,0.01
19862,0,0,0.03,0
12627,0,0,0.2,0
8076,0.27,0.25,0,0.14
16883,0.06,0,0,0.01
9370,0.41,0,0,0.03
19249,0,0.03,0,0
18782,0,0,0.04,0
8050,0,0,0.66,0
8317,0.27,0.1,0.22,0.01
16209,0.02,0.05,0,0.01
6904,0.28,0.59,0,0.22
16364,0.05,0.03,0,0.01
17171,0.04,0.02,0,0.01
15825,0,0,0.09,0
13821,0.12,0.02,0,0.02
10108,0.29,0.07,0,0.01
7278,0.58,0.24,0.01,0.09
10451,0.06,0.04,0.22,0.02
10933,0.3,0,0,0
20281,0,0,0.02,0
17604,0.04,0.01,0,0
17370,0.06,0,0,0
17907,0,0,0.05,0
14346,0.07,0.05,0,0.02
11558,0,0,0.26,0
14366,0.07,0.05,0,0.02
13616,0.07,0.07,0,0.02
20944,0,0,0.02,0
16527,0.03,0.04,0,0.01
6103,0.76,0.7,0.02,0.18
8491,0.54,0,0,0.04
14411,0,0,0.13,0
17860,0,0.04,0,0.01
10201,0.2,0.14,0,0.02
21513,0,0.01,0,0
17190,0.05,0.02,0,0
5212,2.89,1.54,0,0.46
14798,0.07,0.05,0,0.01
9276,0.33,0.09,0,0.04
18985,0.03,0,0,0.01
7138,0.78,0.03,0.03,0.13
21413,0,0,0.01,0
12299,0.06,0.13,0,0.02
12160,0,0,0.22,0
10319,0.17,0.13,0,0.04
5045,4.4,2.77,3.96,0.77
14792,0.11,0,0,0.01
18018,0,0,0.05,0
11841,0,0,0.24,0
18115,0.04,0.01,0,0
12412,0.17,0.04,0,0
14220,0,0,0.14,0
15558,0,0,0.1,0
10883,0.15,0.11,0,0.04
12190,0.03,0.02,0.17,0.01
11961,0.09,0.01,0.12,0.01
12047,0.21,0,0,0.02
20086,0,0.02,0,0
21039,0,0,0.01,0
8106,0.32,0.25,0,0.08
14679,0,0.1,0,0.03
8896,0.4,0.1,0,0.01
16039,0,0,0.09,0
21402,0,0,0.01,0
16456,0,0,0.08,0
8723,0.29,0.08,0.16,0.01
19687,0,0,0.03,0
19777,0.02,0.01,0,0
8429,0.35,0.14,0,0.1
16695,0,0,0.08,0
14291,0.1,0.03,0,0
7565,0.03,0.02,0.74,0.01
19651,0,0,0.03,0
12932,0,0,0.19,0
21168,0.01,0,0,0
15389,0.1,0,0,0.01
5024,8.41,5.49,0.47,1.78
5872,0.74,1.01,0,0.2
6542,0,0,1.28,0
8567,0.28,0.22,0,0.07
10287,0.08,0.04,0.23,0.01
21176,0,0,0.01,0
13797,0.05,0.04,0.05,0.01
11872,0.19,0.05,0,0
13382,0,0,0.17,0
16234,0.05,0.03,0,0.01
12923,0,0.16,0,0.02
7287,0.68,0.15,0,0.08
13078,0,0,0.18,0
7257,0.5,0.32,0,0.09
10716,0,0,0.31,0
21159,0.01,0,0,0
12602,0.15,0.04,0,0.01
12911,0,0,0.18,0.01
20258,0.02,0,0,0
18934,0.03,0.01,0,0
16636,0,0,0.08,0
9251,0.23,0.18,0,0.06
11744,0.14,0.09,0,0.02
16083,0.08,0,0,0.01
18322,0.04,0,0,0
11005,0,0,0.28,0.01
20452,0,0.02,0,0
10160,0.34,0,0,0.03
7861,0.42,0.23,0,0.06
5109,2.47,3.15,0.24,1.1
21584,0.01,0,0,0
10111,0.09,0.18,0.01,0.1
10245,0,0,0.33,0.02
10250,0,0,0.36,0
6578,0.5,0.62,0,0.14
11669,0,0,0.25,0
9702,0.18,0.19,0,0.04
17730,0,0.05,0,0.01
10819,0.18,0.1,0,0.03
6096,1.08,0.45,0,0.14
20676,0,0,0.02,0
20305,0,0.02,0,0
13651,0.15,0,0,0.01
10662,0.04,0.18,0,0.1
20455,0,0,0.02,0
15249,0.1,0,0,0.01
7157,0.72,0.22,0,0.02
13264,0.13,0.03,0,0
13118,0,0,0.18,0
5551,1.75,0.52,0.33,0.1
7656,0.34,0.35,0,0.08
11045,0.22,0.06,0,0.01
9246,0.33,0.12,0,0.01
17815,0.03,0.02,0,0.01
10502,0.1,0.11,0.06,0.05
12805,0.15,0.02,0,0.02
18443,0.03,0.02,0,0
5255,2.2,0.58,1.38,0.17
11383,0.23,0.02,0,0.02
20085,0,0,0.02,0
6510,0.68,0.49,0,0.13
17360,0.01,0.04,0,0.01
18050,0,0.05,0,0
14169,0.08,0.05,0,0.01
6487,0.52,0.43,0.18,0.19
6948,0.31,0.5,0.05,0.19
19266,0.02,0.01,0,0
15446,0,0.09,0,0.01
20500,0,0,0.02,0
7976,0.32,0.13,0.18,0.04
7486,0.43,0.21,0.01,0.19
15724,0.05,0.04,0,0.01
18090,0.04,0.01,0,0
7520,0.4,0.31,0,0.1
13173,0,0,0.18,0
5665,2.28,0.02,0.08,0
19959,0.01,0.01,0,0
17339,0,0.05,0,0.01
17510,0.05,0.01,0,0
18146,0.04,0.01,0,0
19495,0,0,0.03,0
5882,1.41,0.42,0.03,0.07
12730,0.1,0.07,0,0.02
17893,0.04,0.01,0,0
6189,0.58,0.44,0.33,0.21
7701,0.09,0.43,0.11,0.13
18124,0.02,0.02,0,0
9373,0,0,0.42,0.03
8518,0.24,0.24,0.01,0.09
12154,0.13,0.06,0,0.03
8293,0.3,0.23,0,0.08
9515,0.16,0.2,0,0.07
20931,0.01,0,0,0
13698,0.03,0.1,0,0.03
13985,0.14,0,0,0.01
19923,0.02,0.01,0,0
16777,0.06,0.01,0,0
15037,0.09,0.02,0,0
6063,0.55,1.01,0,0.13
11494,0.15,0.1,0,0.02
9064,0.24,0.19,0,0.06
16484,0.04,0.03,0,0.01
12116,0.11,0.09,0,0.03
16623,0,0,0.08,0
9353,0.25,0.17,0,0.03
5870,1.09,0.65,0.02,0.2
9142,0.23,0.18,0,0.06
16858,0,0,0.07,0
15811,0,0,0.1,0
11534,0.19,0.06,0,0.01
10214,0.27,0.08,0,0.01
17296,0,0,0.06,0
6553,0.72,0.03,0,0.52
19834,0,0.02,0,0
6953,1.02,0.04,0,0.01
8598,0.15,0.35,0,0.07
19555,0,0.03,0,0
17532,0.06,0,0,0
7664,0.72,0.04,0,0.01
11345,0.18,0.08,0,0.01
8537,0.43,0.12,0,0.02
18061,0.05,0,0,0
12695,0.14,0.05,0,0
8091,0.09,0.44,0.03,0.09
9980,0.09,0.23,0,0.07
15144,0.05,0.04,0,0.01
11281,0.2,0.06,0,0.01
21261,0,0,0.01,0
14589,0.12,0,0,0.01
5644,0.69,0,0.04,1.68
18415,0,0,0.05,0
14735,0,0.04,0.06,0.02
19839,0.01,0.01,0,0
20943,0,0,0.02,0
21568,0,0,0.01,0
10950,0.22,0.06,0,0.02
6069,0.98,0.52,0,0.19
19397,0.03,0,0,0
18795,0.03,0.01,0,0
12240,0.11,0.09,0,0.02
13464,0,0,0.16,0
13857,0.11,0.04,0,0
5370,1.22,1.66,0.27,0.38
17480,0.05,0,0,0
19451,0.03,0,0,0
7639,0.43,0.3,0,0.05
15751,0.09,0,0,0.01
7731,0.21,0,0,0.54
12973,0,0,0.19,0
20984,0.01,0,0,0
6623,0.54,0.06,0.62,0.01
20899,0,0,0.02,0
17869,0.04,0,0,0.01
14838,0.11,0,0,0.01
5785,0.94,0.07,1.05,0.04
15755,0,0,0.09,0.01
11550,0.24,0,0,0.02
9390,0.38,0.04,0,0.03
11646,0.14,0.1,0,0.02
13999,0.07,0.06,0,0.02
12965,0.05,0.11,0,0.02
16473,0,0,0.08,0
5187,2.1,0.74,2.2,0.11
13973,0,0,0.15,0
9963,0.26,0.09,0,0.03
6020,1.69,0.04,0,0.01
10549,0,0,0.31,0.02
20937,0,0,0.02,0
6273,0.82,0.52,0.01,0.14
15076,0.06,0,0.05,0
9617,0.35,0.05,0,0.02
17824,0,0,0.05,0
9488,0.19,0.09,0.08,0.07
19703,0,0.02,0,0
9305,0.2,0.16,0.03,0.07
8799,0.5,0,0,0.03
19533,0.02,0.01,0,0
12256,0.17,0.04,0,0.01
10311,0.25,0.09,0,0.01
12784,0,0,0.19,0
11584,0.22,0.01,0,0.02
9959,0.35,0,0,0.04
10866,0,0,0.3,0
19324,0,0,0.03,0
7208,0.7,0.2,0,0.03
15237,0.05,0.04,0,0.01
10382,0.32,0.02,0,0
9546,0.21,0.16,0,0.05
17717,0,0,0.06,0
7280,0.35,0.27,0.21,0.09
20319,0.01,0.01,0,0
11923,0.13,0.02,0.04,0.04
14079,0.06,0,0.08,0.01
13425,0.04,0.11,0,0.02
11633,0.1,0.11,0,0.04
11771,0,0,0.24,0
14288,0.11,0,0,0.02
18699,0.03,0,0,0
11636,0.19,0.05,0,0.01
11856,0.12,0.09,0,0.03
19597,0,0,0.03,0
17827,0.04,0.01,0,0
16820,0.04,0.03,0,0.01
18780,0.02,0.02,0,0.01
11373,0.16,0.08,0,0.02
19499,0,0,0.03,0
18700,0,0,0.04,0
15577,0,0,0.1,0
11169,0,0.23,0,0.05
11164,0,0,0.28,0
9232,0.43,0.03,0,0
18531,0,0,0.04,0
16257,0.04,0.03,0,0.01
5458,1.91,0.84,0,0.29
11975,0.17,0.05,0,0.02
15468,0.05,0.03,0,0.02
13736,0.12,0.03,0,0
20778,0,0,0.02,0
13212,0.09,0.07,0,0.02
13169,0.13,0.04,0,0.01
10780,0.23,0.05,0,0.02
12986,0.14,0.02,0,0.01
5801,0.63,1.02,0.05,0.39
11201,0.21,0.06,0,0.01
6418,0.74,0.5,0.01,0.13
8253,0.3,0.24,0,0.08
9459,0.41,0,0,0.03
7993,0.15,0.1,0.38,0.04
9379,0,0,0.42,0.03
8795,0.48,0,0,0.04
20118,0.02,0,0,0
14657,0.09,0.02,0,0.01
11034,0.21,0.08,0,0.01
19784,0,0,0.03,0
16743,0,0,0.07,0
17719,0,0,0.06,0
10491,0.15,0.13,0,0.05
14994,0.09,0.02,0,0
15043,0.06,0.04,0,0.01
13984,0,0,0.15,0
11833,0.12,0.09,0,0.03
20764,0,0,0.02,0
5222,2.99,1.31,0.04,0.41
7857,0.45,0.24,0,0.03
12829,0,0,0.19,0
14609,0.09,0.03,0,0
7470,0.41,0.32,0,0.11
10888,0.21,0.08,0,0.01
20967,0,0,0.02,0
19620,0.02,0,0,0
6122,0.44,0.89,0.05,0.25
21231,0,0,0.01,0
8553,0.28,0.19,0,0.09
9609,0.3,0.11,0,0.01
19058,0.03,0,0,0
11579,0.23,0.01,0,0.02
21339,0,0.01,0,0
12675,0.12,0.06,0,0.02
19769,0,0,0.03,0
10508,0,0,0.29,0.04
6999,0.59,0.35,0.01,0.09
6987,0.54,0.4,0,0.11
15955,0.03,0.05,0,0.01
20677,0.02,0,0,0
12450,0,0,0.21,0
6028,0.94,0.62,0.1,0.07
9266,0.3,0.12,0,0.04
12142,0.11,0.09,0,0.03
12056,0.16,0.06,0,0
17848,0,0.05,0,0
19442,0,0,0.03,0
18367,0.04,0.01,0,0
16913,0.03,0.03,0,0.01
19411,0,0.02,0,0
14432,0.07,0.05,0,0.01
8053,0.31,0.24,0.01,0.1
13250,0.16,0,0,0.01
18316,0,0,0.05,0
9341,0.12,0.28,0,0.05
17592,0,0,0.06,0
16768,0.04,0.03,0,0
5856,1.25,0.58,0,0.16
16644,0.06,0.01,0,0.01
6072,0.9,0.47,0,0.32
7517,0.19,0.41,0,0.22
7147,0.54,0.37,0,0.06
14325,0,0,0.14,0
15794,0.09,0,0,0.01
19166,0.03,0,0,0
5466,1.45,1.13,0.07,0.38
6583,0.7,0.47,0,0.08
10210,0.2,0.14,0,0.02
11161,0,0,0.28,0
15006,0.09,0.02,0,0.01
6810,0.63,0.43,0,0.07
14050,0,0,0.14,0
16598,0.04,0.03,0,0.01
14985,0,0,0.12,0
6870,0.43,0.41,0,0.25
6200,1.13,0.38,0.02,0.03
8167,0.26,0.2,0.09,0.1
9061,0,0.47,0,0.02
12966,0.12,0.03,0.03,0.01
5250,2.82,1.05,0.13,0.4
9939,0.16,0.13,0.06,0.04
12557,0.06,0.04,0.08,0.02
18630,0,0.04,0,0.01
19192,0.01,0,0.02,0
21355,0,0.01,0,0
18386,0.04,0.01,0,0
11890,0.09,0.13,0,0.02
5171,3.02,1.12,1.01,0.16
8640,0,0,0.52,0.04
12210,0.05,0.04,0.12,0.02
14544,0.08,0.04,0,0.01
10915,0.15,0.11,0,0.04
20660,0,0,0.02,0
17294,0.03,0.01,0.02,0
8199,0.28,0.24,0,0.1
18900,0.02,0.01,0,0
12351,0.1,0.08,0,0.03
7959,0.52,0.09,0.01,0.07
18390,0.03,0.01,0,0
13625,0.09,0.06,0,0.01
19994,0,0.02,0,0
21459,0,0.01,0,0
11913,0.13,0.09,0,0.02
13167,0.13,0,0.04,0.01
6931,0.12,0.64,0.05,0.25
7961,0.22,0.38,0,0.1
7590,0.39,0.22,0.13,0.06
13218,0.07,0.09,0,0.02
18761,0,0,0.04,0
11546,0.14,0.1,0,0.02
13589,0.13,0.03,0,0
20284,0,0.02,0,0
21180,0,0,0.01,0
9337,0.42,0.03,0,0
9913,0.3,0.08,0,0.01
14426,0.1,0.03,0,0
17619,0,0,0.06,0
16616,0.04,0.03,0,0.01
19950,0,0,0.02,0
14984,0,0,0.12,0
10717,0,0,0.31,0
7291,0.42,0.34,0,0.14
9313,0.25,0.17,0,0.03
5519,1.96,0.67,0.1,0.09
11081,0.16,0.11,0,0.02
6766,1.07,0.07,0,0.01
7469,0.52,0.25,0,0.07
7109,0.5,0.19,0.28,0.02
7142,0,0,0.97,0
15404,0.03,0.02,0.05,0.01
9433,0.37,0.01,0,0.06
14210,0.06,0.06,0,0.03
6564,0.39,0.73,0,0.15
5966,1,0.68,0,0.12
20187,0,0,0.02,0
19351,0.02,0.01,0,0
16840,0.04,0.03,0,0
15700,0.06,0.03,0,0.01
17495,0.05,0.01,0,0
6924,0,0.98,0,0.09
14786,0.11,0,0,0.01
20909,0.01,0.01,0,0
10061,0.35,0.02,0,0
18931,0,0,0.04,0
14413,0,0,0.13,0
15332,0.1,0,0,0.01
6132,0.59,0.85,0.02,0.17
10910,0.26,0.02,0,0.02
21078,0.01,0,0,0
8911,0.24,0.19,0,0.08
9953,0.22,0.13,0,0.03
8774,0.3,0.2,0,0.03
7071,0.55,0.38,0,0.07
7365,0.47,0.22,0.12,0.07
16037,0,0,0.09,0
6902,0.28,0.5,0.03,0.28
20835,0,0.01,0,0
8983,0.45,0.01,0,0.04
17836,0,0.04,0,0.01
16584,0.06,0.01,0,0.01
18951,0.03,0,0,0
5973,1.12,0.58,0,0.08
19142,0,0.03,0,0
19525,0.03,0,0,0
10208,0.13,0.02,0.16,0.05
17865,0.04,0.01,0,0
18942,0.03,0,0,0
20485,0,0.02,0,0
17259,0.05,0.01,0,0
13873,0.13,0.01,0,0.01
8959,0,0,0.5,0
15968,0.07,0.01,0,0.01
15584,0.09,0,0,0.01
19440,0,0,0.03,0
10611,0.05,0.04,0.21,0.02
9914,0.18,0.16,0,0.05
18266,0.04,0.01,0,0
11858,0.12,0.09,0,0.03
20324,0,0,0.02,0
10476,0.3,0,0,0.03
16935,0.07,0,0,0
19591,0,0.02,0,0.01
15047,0.08,0.02,0,0.01
13672,0.15,0,0,0.01
12925,0.1,0.07,0,0.02
19693,0,0,0.03,0
17569,0.04,0.01,0,0
19958,0,0,0.02,0
12294,0,0,0.22,0
16199,0.06,0.02,0,0
16805,0.05,0.01,0,0.01
18633,0,0.03,0,0.01
8307,0.31,0.24,0,0.06
10603,0.12,0.13,0,0.08
20057,0.02,0,0,0
6464,1.1,0.06,0,0.18
